TransactionId,CustId,TransactionType,TransactionAmount
41130000001,35578,credit,37866
41131000001,85821,debit,38342
41132000001,36020,credit,13871
41133000001,98212,debit,5339
41134000001,48588,debit,46751
41135000001,35456,debit,43116
41136000001,77681,debit,11218
41137000001,79497,credit,42583
41138000001,49993,credit,36905
41139000001,46772,credit,31787
41140000001,67146,debit,21144
41141000001,33049,credit,28690
41142000001,53946,credit,10837
41143000001,80025,credit,35786
41144000001,85089,credit,30454
41145000001,42973,debit,23333
41146000001,26906,debit,24247
41147000001,80454,debit,15220
41148000001,2722,debit,16483
41149000001,78866,debit,35921
41150000001,72005,credit,49930
41151000001,69098,debit,21276
41152000001,88225,debit,48641
41153000001,46377,credit,13788
41154000001,36453,credit,35398
41155000001,76881,debit,23118
41156000001,66577,debit,37452
41157000001,39725,credit,24619
41158000001,7499,debit,39634
41159000001,11266,credit,32085
41160000001,63059,debit,13032
41161000001,43936,credit,20532
41162000001,26063,credit,35934
41163000001,87569,credit,9946
41164000001,42270,debit,32762
41165000001,84818,debit,14458
41166000001,63642,credit,32494
41167000001,92028,debit,41614
41168000001,37677,credit,27848
41169000001,89067,debit,38267
41170000001,61520,credit,25950
41171000001,60750,debit,25343
41172000001,49506,debit,16347
41173000001,49239,credit,36470
41174000001,95563,debit,19856
41175000001,3538,credit,38496
41176000001,61855,credit,20604
41177000001,34543,debit,41937
41178000001,10722,credit,48842
41179000001,43335,credit,17301
41180000001,33078,debit,37588
41181000001,91225,credit,39337
41182000001,76497,debit,8196
41183000001,60816,credit,41142
41184000001,54578,debit,6880
41185000001,7833,credit,3467
41186000001,66975,debit,12519
41187000001,32870,debit,44505
41188000001,34061,credit,16953
41189000001,37716,debit,47862
41190000001,33348,debit,16732
41191000001,20177,credit,14060
41192000001,17422,debit,44375
41193000001,73295,debit,44129
41194000001,1090,debit,8065
41195000001,33101,debit,23582
41196000001,49271,debit,8836
41197000001,7609,debit,41195
41198000001,34274,credit,44341
41199000001,44671,debit,44326
41200000001,1754,credit,15064
41201000001,28711,debit,16487
41202000001,80229,debit,873
41203000001,13190,debit,2447
41204000001,5793,debit,42741
41205000001,88872,debit,9915
41206000001,60807,debit,29527
41207000001,62512,credit,11909
41208000001,9750,debit,39235
41209000001,59509,debit,37536
41210000001,58063,credit,1551
41211000001,17517,credit,48206
41212000001,87056,credit,47327
41213000001,92980,debit,28921
41214000001,43636,credit,20615
41215000001,56735,debit,25153
41216000001,49989,credit,29176
41217000001,77115,credit,24066
41218000001,27060,credit,43821
41219000001,3098,credit,38474
41220000001,42316,credit,45394
41221000001,71629,credit,27873
41222000001,66404,credit,44904
41223000001,53431,debit,13806
41224000001,38841,credit,19832
41225000001,77237,debit,27234
41226000001,49344,debit,43547
41227000001,9102,credit,3886
41228000001,92103,debit,36992
41229000001,36689,credit,31752
41230000001,17417,credit,22569
41231000001,11502,credit,46743
41232000001,42038,debit,46683
41233000001,13167,credit,3909
41234000001,85304,debit,38883
41235000001,22056,credit,25741
41236000001,4255,credit,21659
41237000001,71930,debit,9582
41238000001,1401,debit,17131
41239000001,2602,debit,23611
41240000001,65306,debit,21058
41241000001,55021,debit,37332
41242000001,90617,debit,9662
41243000001,80046,credit,14059
41244000001,37912,debit,9062
41245000001,58029,credit,27386
41246000001,36540,debit,21834
41247000001,55941,debit,19248
41248000001,50361,debit,8611
41249000001,46285,credit,49687
41250000001,29872,credit,3924
41251000001,44984,debit,44844
41252000001,18374,debit,4278
41253000001,78169,debit,4403
41254000001,34884,debit,44684
41255000001,42277,credit,48738
41256000001,87087,credit,33411
41257000001,95473,credit,40230
41258000001,91605,credit,10461
41259000001,41766,credit,9889
41260000001,96762,credit,25393
41261000001,14008,debit,4980
41262000001,46904,credit,35717
41263000001,89581,debit,8487
41264000001,9549,debit,43720
41265000001,89038,credit,45723
41266000001,28557,credit,40849
41267000001,48148,debit,22645
41268000001,9304,credit,16214
41269000001,72145,credit,32728
41270000001,45035,debit,38788
41271000001,63155,debit,18596
41272000001,99406,credit,11065
41273000001,16439,credit,31966
41274000001,4332,debit,38459
41275000001,47761,debit,45827
41276000001,73587,debit,42333
41277000001,86527,debit,141
41278000001,21494,debit,31744
41279000001,11271,credit,22643
41280000001,16154,credit,2382
41281000001,27140,debit,7779
41282000001,18278,credit,47898
41283000001,26078,credit,22794
41284000001,26899,credit,6269
41285000001,89357,debit,49351
41286000001,35269,credit,16705
41287000001,98518,debit,43285
41288000001,49759,credit,11999
41289000001,53944,debit,4490
41290000001,20805,credit,16978
41291000001,33994,debit,5994
41292000001,75843,credit,7658
41293000001,58363,credit,49743
41294000001,95002,credit,15771
41295000001,92333,credit,42392
41296000001,80419,debit,10592
41297000001,22091,debit,25996
41298000001,39306,credit,13389
41299000001,49321,debit,27768
41300000001,51463,credit,7951
41301000001,42500,debit,23049
41302000001,94423,debit,48763
41303000001,97926,credit,33677
41304000001,14071,credit,30276
41305000001,37211,debit,22595
41306000001,41482,debit,43981
41307000001,6245,debit,7840
41308000001,44897,debit,2212
41309000001,11516,debit,14600
41310000001,14966,debit,1257
41311000001,68157,credit,32089
41312000001,65356,debit,7636
41313000001,66046,credit,10499
41314000001,74370,credit,2401
41315000001,72664,credit,28163
41316000001,80570,debit,14533
41317000001,14670,debit,21168
41318000001,67468,credit,21780
41319000001,28481,debit,38110
41320000001,42664,debit,49177
41321000001,29724,credit,29671
41322000001,25145,debit,37954
41323000001,9573,credit,13457
41324000001,45542,debit,28201
41325000001,20037,credit,36789
41326000001,65966,credit,26033
41327000001,26384,credit,24181
41328000001,96855,debit,29845
41329000001,41196,credit,993
41330000001,96685,credit,12888
41331000001,79481,debit,20120
41332000001,46731,credit,43837
41333000001,19470,credit,322
41334000001,94178,debit,41393
41335000001,9491,credit,15144
41336000001,98777,debit,40664
41337000001,71284,debit,17877
41338000001,36,debit,1431
41339000001,2894,debit,35528
41340000001,38593,debit,40282
41341000001,17817,debit,26702
41342000001,88272,debit,14236
41343000001,11936,credit,41843
41344000001,14167,debit,14175
41345000001,10215,credit,23614
41346000001,92522,credit,30001
41347000001,98205,debit,44106
41348000001,4864,credit,22299
41349000001,13314,credit,47087
41350000001,66469,debit,17806
41351000001,21807,debit,21545
41352000001,84470,debit,15605
41353000001,32603,credit,46149
41354000001,25961,debit,43938
41355000001,24106,credit,38642
41356000001,6562,credit,47123
41357000001,92118,credit,18001
41358000001,93206,debit,2465
41359000001,70441,credit,43227
41360000001,23141,debit,21857
41361000001,17437,credit,9706
41362000001,51331,credit,32622
41363000001,15963,debit,10101
41364000001,23353,credit,18469
41365000001,5913,credit,25195
41366000001,64528,debit,29808
41367000001,89986,credit,6321
41368000001,23185,debit,45545
41369000001,3252,debit,44417
41370000001,91389,debit,45966
41371000001,71057,debit,49042
41372000001,80942,debit,24045
41373000001,83759,debit,19258
41374000001,63874,debit,3791
41375000001,17110,debit,20080
41376000001,86587,credit,181
41377000001,44425,credit,7986
41378000001,44073,credit,37012
41379000001,24867,credit,44054
41380000001,85993,credit,41958
41381000001,86746,credit,29792
41382000001,39204,credit,34419
41383000001,72768,debit,37232
41384000001,29125,credit,30618
41385000001,12545,credit,12587
41386000001,94721,credit,27266
41387000001,83015,debit,27379
41388000001,82024,credit,19304
41389000001,7951,debit,4808
41390000001,70310,debit,21049
41391000001,91783,debit,3011
41392000001,90369,debit,1580
41393000001,77254,credit,47962
41394000001,43236,credit,28622
41395000001,61339,debit,8968
41396000001,45827,credit,40255
41397000001,92068,credit,38421
41398000001,70605,credit,27272
41399000001,94858,credit,40587
41400000001,77360,credit,2519
41401000001,35462,debit,39516
41402000001,66154,debit,8228
41403000001,46102,credit,29610
41404000001,35800,debit,29344
41405000001,77812,credit,26380
41406000001,89721,debit,23809
41407000001,58851,debit,48766
41408000001,49998,credit,48754
41409000001,84321,credit,46629
41410000001,63195,credit,36651
41411000001,40028,debit,7595
41412000001,66037,credit,24405
41413000001,19436,credit,45882
41414000001,44167,debit,6173
41415000001,3484,debit,28198
41416000001,95231,credit,18567
41417000001,38256,debit,49178
41418000001,16719,debit,12670
41419000001,36819,debit,32254
41420000001,76613,debit,23169
41421000001,50988,debit,3369
41422000001,93167,credit,21531
41423000001,97051,debit,27764
41424000001,13381,debit,24676
41425000001,56241,debit,17221
41426000001,67743,debit,21512
41427000001,4151,debit,10425
41428000001,51940,credit,40055
41429000001,64796,debit,30944
41430000001,2889,debit,555
41431000001,13288,credit,24506
41432000001,97097,debit,11051
41433000001,15713,debit,38979
41434000001,35553,credit,45535
41435000001,44313,credit,23671
41436000001,66466,credit,15997
41437000001,8238,credit,468
41438000001,31214,credit,36872
41439000001,5179,debit,37265
41440000001,74928,credit,23695
41441000001,38192,credit,47913
41442000001,71029,credit,20082
41443000001,59513,debit,29148
41444000001,89513,debit,25484
41445000001,19453,credit,1587
41446000001,14286,debit,29956
41447000001,36968,credit,27428
41448000001,62189,credit,33731
41449000001,3162,credit,29330
41450000001,27724,debit,35379
41451000001,5509,debit,25348
41452000001,38784,debit,7701
41453000001,64854,debit,41086
41454000001,87782,debit,14286
41455000001,77345,credit,46829
41456000001,89711,credit,6927
41457000001,6318,credit,8933
41458000001,45813,credit,45391
41459000001,67669,debit,19022
41460000001,63777,debit,35675
41461000001,45914,debit,39454
41462000001,68439,debit,6674
41463000001,84114,debit,14835
41464000001,26875,debit,9308
41465000001,91612,credit,23797
41466000001,8104,debit,20303
41467000001,51484,debit,9219
41468000001,79958,credit,46502
41469000001,2853,debit,13574
41470000001,97545,credit,36301
41471000001,60493,debit,48666
41472000001,72523,credit,47194
41473000001,8389,debit,47993
41474000001,55920,debit,2452
41475000001,29569,debit,33031
41476000001,97910,debit,21733
41477000001,68170,credit,982
41478000001,34743,debit,36270
41479000001,26080,debit,1050
41480000001,50124,credit,32566
41481000001,49257,credit,26425
41482000001,17215,debit,580
41483000001,85948,debit,45211
41484000001,15719,credit,6755
41485000001,53419,debit,35902
41486000001,59209,credit,21870
41487000001,58098,credit,48081
41488000001,96382,debit,33784
41489000001,34834,credit,44206
41490000001,24814,credit,49317
41491000001,9963,debit,29567
41492000001,13820,credit,13578
41493000001,32193,debit,30779
41494000001,28336,credit,33202
41495000001,44095,debit,22997
41496000001,83505,credit,25683
41497000001,4691,credit,7996
41498000001,32579,credit,23958
41499000001,5450,debit,46398
41500000001,47484,debit,19466
41501000001,19570,debit,32506
41502000001,58865,debit,13670
41503000001,66269,debit,28776
41504000001,83825,credit,34505
41505000001,847,credit,39284
41506000001,55484,debit,37059
41507000001,77657,debit,12173
41508000001,35109,credit,29343
41509000001,3129,credit,7773
41510000001,42805,debit,14502
41511000001,87075,credit,38947
41512000001,83621,credit,6391
41513000001,41006,debit,21900
41514000001,9972,credit,20533
41515000001,81933,credit,38953
41516000001,59144,credit,41480
41517000001,50866,debit,48796
41518000001,72438,debit,42989
41519000001,10101,credit,31434
41520000001,53211,debit,41050
41521000001,51351,debit,45925
41522000001,48695,debit,13503
41523000001,41259,credit,3507
41524000001,24632,debit,4776
41525000001,67844,credit,19251
41526000001,98214,debit,21820
41527000001,53905,credit,43631
41528000001,30686,credit,10924
41529000001,43432,credit,15652
41530000001,42391,credit,11696
41531000001,85186,credit,3260
41532000001,31596,debit,28046
41533000001,28919,debit,8170
41534000001,38901,credit,31446
41535000001,70717,debit,13518
41536000001,56838,debit,13438
41537000001,95499,debit,2207
41538000001,53183,debit,24980
41539000001,72530,debit,35739
41540000001,3498,debit,27508
41541000001,52839,credit,5524
41542000001,64119,credit,7495
41543000001,13259,credit,13904
41544000001,75115,credit,37686
41545000001,87926,debit,45755
41546000001,4706,debit,210
41547000001,11806,credit,9597
41548000001,19961,credit,8997
41549000001,63693,debit,24225
41550000001,33401,credit,8319
41551000001,32595,credit,27712
41552000001,6719,debit,25323
41553000001,82169,credit,2129
41554000001,29848,credit,43168
41555000001,8567,credit,1714
41556000001,95450,credit,7990
41557000001,10126,credit,40425
41558000001,66185,debit,44997
41559000001,60083,credit,1104
41560000001,1977,debit,4131
41561000001,97270,debit,38428
41562000001,21947,debit,42750
41563000001,44821,debit,35131
41564000001,30243,debit,948
41565000001,99205,debit,3270
41566000001,18232,debit,33233
41567000001,29372,credit,21273
41568000001,95230,credit,859
41569000001,50876,credit,1480
41570000001,29254,credit,48064
41571000001,13556,credit,6154
41572000001,58523,debit,3349
41573000001,73072,credit,43336
41574000001,30579,credit,45185
41575000001,49900,debit,44146
41576000001,87289,credit,44092
41577000001,76681,debit,32637
41578000001,99855,debit,23342
41579000001,32395,credit,26800
41580000001,3856,credit,4320
41581000001,81941,credit,17802
41582000001,12617,debit,2452
41583000001,11676,debit,26614
41584000001,51762,credit,33177
41585000001,53392,credit,30782
41586000001,79679,credit,17809
41587000001,92731,credit,3736
41588000001,1547,debit,15803
41589000001,9578,credit,24266
41590000001,41479,debit,31380
41591000001,35130,credit,16205
41592000001,16961,credit,30914
41593000001,90714,credit,38803
41594000001,25073,credit,46523
41595000001,4228,debit,29187
41596000001,13142,debit,43984
41597000001,4080,debit,29014
41598000001,65909,debit,2380
41599000001,97537,debit,215
41600000001,52229,debit,34591
41601000001,54465,debit,29944
41602000001,34161,credit,19289
41603000001,27357,debit,23407
41604000001,27245,credit,2991
41605000001,84522,credit,48848
41606000001,78476,credit,45053
41607000001,12901,debit,5876
41608000001,86656,credit,48738
41609000001,61583,credit,28748
41610000001,84050,credit,32096
41611000001,94763,debit,34772
41612000001,54983,credit,15738
41613000001,64609,debit,49638
41614000001,12599,debit,4544
41615000001,89520,credit,2053
41616000001,30882,credit,4902
41617000001,20329,credit,13213
41618000001,18517,debit,30852
41619000001,12661,debit,24715
41620000001,82767,debit,1448
41621000001,94815,credit,18520
41622000001,42708,credit,10574
41623000001,38150,debit,20440
41624000001,41971,debit,39405
41625000001,285,credit,8548
41626000001,48498,credit,29396
41627000001,85178,credit,1412
41628000001,73308,debit,34891
41629000001,21862,credit,21789
41630000001,3708,credit,43294
41631000001,160,debit,45227
41632000001,80915,credit,25967
41633000001,5455,credit,3611
41634000001,6870,credit,27402
41635000001,63515,debit,39298
41636000001,20708,debit,5034
41637000001,25201,debit,42123
41638000001,22213,credit,12117
41639000001,56465,credit,43829
41640000001,16081,credit,4804
41641000001,658,credit,9117
41642000001,87024,debit,619
41643000001,77491,credit,40407
41644000001,6858,credit,33429
41645000001,98142,debit,517
41646000001,13574,debit,47567
41647000001,7776,credit,40325
41648000001,38315,debit,30281
41649000001,97616,debit,22925
41650000001,1787,debit,9581
41651000001,99898,credit,29102
41652000001,77848,credit,24908
41653000001,43156,debit,13225
41654000001,51461,debit,36938
41655000001,22875,debit,15208
41656000001,84253,debit,10689
41657000001,55322,credit,12646
41658000001,73221,credit,19259
41659000001,787,debit,37063
41660000001,97405,credit,22848
41661000001,28389,credit,19315
41662000001,13902,debit,32153
41663000001,61633,debit,31737
41664000001,99919,debit,49668
41665000001,76343,credit,3925
41666000001,22714,credit,49987
41667000001,70679,debit,2348
41668000001,39382,credit,3857
41669000001,983,credit,36730
41670000001,46203,debit,29827
41671000001,32027,credit,49330
41672000001,90891,debit,9339
41673000001,72015,debit,21081
41674000001,58673,credit,43961
41675000001,15707,debit,18710
41676000001,94338,credit,6078
41677000001,37885,credit,29720
41678000001,32953,debit,37879
41679000001,72189,debit,10777
41680000001,52318,credit,48946
41681000001,68552,debit,37837
41682000001,37421,credit,39025
41683000001,34539,credit,13428
41684000001,50654,credit,47469
41685000001,95659,credit,7541
41686000001,53649,debit,21972
41687000001,33199,credit,25185
41688000001,77862,debit,2815
41689000001,11814,credit,427
41690000001,37793,credit,36666
41691000001,14611,debit,43960
41692000001,41517,credit,30169
41693000001,87708,debit,47093
41694000001,55408,credit,32651
41695000001,88206,credit,944
41696000001,56606,credit,13849
41697000001,93228,debit,38946
41698000001,17043,credit,10365
41699000001,46986,credit,36672
41700000001,24279,debit,49421
41701000001,34463,debit,4787
41702000001,20544,credit,11318
41703000001,99098,debit,26055
41704000001,93524,credit,27494
41705000001,69849,debit,12773
41706000001,65806,credit,26574
41707000001,38459,credit,42991
41708000001,73713,debit,11742
41709000001,29771,credit,33463
41710000001,52177,credit,5848
41711000001,63823,credit,22074
41712000001,16442,debit,7389
41713000001,21402,debit,34757
41714000001,72029,credit,21805
41715000001,56627,credit,26736
41716000001,12261,credit,42668
41717000001,91278,credit,12835
41718000001,97892,credit,35843
41719000001,2465,debit,21015
41720000001,32172,credit,8853
41721000001,77487,debit,5595
41722000001,58466,debit,2299
41723000001,90593,debit,43916
41724000001,71354,debit,39276
41725000001,42153,credit,24673
41726000001,83656,credit,26687
41727000001,8776,debit,49276
41728000001,71180,debit,41936
41729000001,60010,credit,43052
41730000001,23159,debit,46073
41731000001,51112,debit,16913
41732000001,803,debit,11741
41733000001,61778,debit,19241
41734000001,2973,credit,48809
41735000001,67039,credit,14879
41736000001,70077,credit,18688
41737000001,52156,credit,26516
41738000001,52582,debit,30345
41739000001,89953,credit,12254
41740000001,75846,credit,19139
41741000001,31823,credit,47343
41742000001,67119,debit,43549
41743000001,51703,credit,35949
41744000001,18552,debit,8891
41745000001,95699,debit,5359
41746000001,6853,credit,24942
41747000001,84767,debit,17820
41748000001,59094,debit,12582
41749000001,82117,debit,3179
41750000001,4418,debit,2783
41751000001,69688,credit,18426
41752000001,94212,credit,874
41753000001,24384,credit,34004
41754000001,87600,debit,29052
41755000001,22729,debit,40873
41756000001,29239,credit,20971
41757000001,60980,debit,44850
41758000001,46437,debit,15141
41759000001,3040,credit,29515
41760000001,65796,debit,19836
41761000001,92319,credit,868
41762000001,64293,debit,4949
41763000001,78882,debit,12071
41764000001,13222,credit,46835
41765000001,95687,debit,20501
41766000001,86534,debit,20970
41767000001,79135,debit,28845
41768000001,54990,credit,30295
41769000001,71493,credit,3576
41770000001,74224,credit,41828
41771000001,47781,debit,14902
41772000001,95313,credit,44152
41773000001,55062,debit,1326
41774000001,23300,debit,16764
41775000001,5839,credit,3684
41776000001,29838,credit,22474
41777000001,69681,credit,40744
41778000001,23257,credit,31967
41779000001,2892,credit,25388
41780000001,47449,debit,25614
41781000001,70296,debit,7867
41782000001,3352,credit,32166
41783000001,50604,credit,5551
41784000001,42365,credit,23308
41785000001,17834,debit,20032
41786000001,34249,credit,26343
41787000001,3296,debit,37763
41788000001,22386,debit,49895
41789000001,50162,debit,37706
41790000001,80853,debit,4532
41791000001,30712,credit,1662
41792000001,24328,debit,21559
41793000001,5738,debit,8752
41794000001,58894,debit,9763
41795000001,72769,debit,4644
41796000001,98465,debit,17967
41797000001,7181,credit,42310
41798000001,98145,debit,22583
41799000001,20549,debit,15187
41800000001,2220,debit,46170
41801000001,98993,debit,10143
41802000001,75621,debit,31649
41803000001,88236,credit,14512
41804000001,94027,credit,46277
41805000001,99383,debit,19505
41806000001,85931,credit,43238
41807000001,91488,debit,49675
41808000001,83602,debit,32493
41809000001,89738,debit,5328
41810000001,49770,debit,16223
41811000001,3359,debit,36450
41812000001,21146,debit,32202
41813000001,80741,debit,10178
41814000001,58852,debit,21791
41815000001,44161,debit,41987
41816000001,61610,debit,27517
41817000001,96665,credit,22013
41818000001,31153,credit,30906
41819000001,62384,credit,2825
41820000001,51629,debit,32794
41821000001,43863,credit,4261
41822000001,67540,debit,1569
41823000001,40199,credit,49109
41824000001,22839,debit,46379
41825000001,44485,credit,25429
41826000001,81775,credit,1092
41827000001,54739,credit,32591
41828000001,5559,debit,15425
41829000001,38671,credit,48828
41830000001,69125,debit,295
41831000001,55630,debit,37803
41832000001,28083,debit,39417
41833000001,90935,debit,33325
41834000001,66130,debit,5106
41835000001,44694,credit,6404
41836000001,42411,credit,25288
41837000001,34276,credit,4326
41838000001,79254,debit,45480
41839000001,1139,credit,30206
41840000001,22008,debit,21929
41841000001,52207,credit,45877
41842000001,14998,credit,37137
41843000001,9045,credit,21712
41844000001,46609,credit,8197
41845000001,9198,credit,31833
41846000001,40900,debit,7422
41847000001,66851,credit,13028
41848000001,98293,credit,2416
41849000001,83574,credit,18747
41850000001,64961,debit,23305
41851000001,44030,debit,33469
41852000001,21925,credit,30686
41853000001,63045,credit,7422
41854000001,94624,credit,14453
41855000001,43948,debit,3271
41856000001,4865,debit,15438
41857000001,22407,debit,36235
41858000001,51600,debit,14934
41859000001,25568,credit,39695
41860000001,99145,debit,16823
41861000001,51495,debit,18049
41862000001,57223,debit,17973
41863000001,64098,credit,564
41864000001,61502,debit,6009
41865000001,90527,credit,16507
41866000001,53305,credit,17722
41867000001,77541,credit,37457
41868000001,86362,debit,46789
41869000001,16370,credit,49393
41870000001,56435,debit,35501
41871000001,11358,credit,16871
41872000001,97,debit,21096
41873000001,59474,debit,33903
41874000001,55670,credit,42848
41875000001,589,credit,36092
41876000001,33822,debit,35093
41877000001,60221,credit,45140
41878000001,19478,credit,9369
41879000001,66738,debit,24823
41880000001,80925,debit,33678
41881000001,51528,credit,6662
41882000001,68596,debit,3538
41883000001,47417,debit,21837
41884000001,87181,credit,14235
41885000001,42536,debit,38390
41886000001,36825,debit,43522
41887000001,95575,debit,9018
41888000001,35825,credit,4487
41889000001,77191,debit,41355
41890000001,44598,credit,27361
41891000001,33819,credit,49595
41892000001,20137,debit,34426
41893000001,43904,credit,7588
41894000001,69282,credit,39853
41895000001,54628,credit,37467
41896000001,47756,debit,25929
41897000001,68260,debit,19930
41898000001,61081,credit,35639
41899000001,85302,credit,21512
41900000001,97553,credit,36901
41901000001,45765,credit,31481
41902000001,10206,credit,22348
41903000001,59772,debit,47318
41904000001,55200,debit,42206
41905000001,38646,debit,40210
41906000001,22120,debit,2006
41907000001,5801,debit,13183
41908000001,30193,credit,29641
41909000001,96181,credit,49870
41910000001,95606,debit,40737
41911000001,46279,debit,15361
41912000001,65529,credit,36535
41913000001,43927,credit,19580
41914000001,82944,debit,31441
41915000001,26170,debit,46182
41916000001,97164,debit,24927
41917000001,83610,credit,3988
41918000001,74045,debit,36429
41919000001,84305,credit,38346
41920000001,32560,credit,27718
41921000001,60424,credit,26754
41922000001,8833,credit,25627
41923000001,63832,debit,18538
41924000001,60447,credit,36867
41925000001,85347,debit,2807
41926000001,29297,credit,34101
41927000001,40528,debit,32298
41928000001,69879,debit,45502
41929000001,30506,debit,35836
41930000001,54732,debit,10128
41931000001,88549,debit,13662
41932000001,5930,debit,19630
41933000001,73541,credit,6519
41934000001,26867,debit,46513
41935000001,64987,credit,12671
41936000001,20535,debit,45436
41937000001,98534,credit,8708
41938000001,30197,debit,41560
41939000001,60335,debit,4394
41940000001,95003,debit,49896
41941000001,47196,credit,34573
41942000001,93938,credit,36848
41943000001,92757,credit,30940
41944000001,19908,debit,33742
41945000001,17172,credit,43746
41946000001,1869,credit,7057
41947000001,86407,debit,11547
41948000001,75397,credit,7828
41949000001,19466,debit,41860
41950000001,28703,credit,38286
41951000001,69426,credit,12869
41952000001,1325,credit,49316
41953000001,56079,credit,44819
41954000001,79071,credit,30265
41955000001,98809,credit,23719
41956000001,89443,credit,23636
41957000001,87198,credit,31659
41958000001,29709,credit,45665
41959000001,21926,credit,1373
41960000001,25996,debit,27015
41961000001,1197,debit,24026
41962000001,42509,credit,24998
41963000001,12688,credit,45761
41964000001,52041,debit,12418
41965000001,8273,debit,28095
41966000001,93110,debit,23582
41967000001,48841,debit,16397
41968000001,86394,debit,32122
41969000001,65170,credit,46819
41970000001,37343,credit,932
41971000001,39128,debit,44174
41972000001,39406,debit,25490
41973000001,84427,debit,16262
41974000001,80557,debit,7363
41975000001,14034,debit,36007
41976000001,81921,debit,17436
41977000001,76497,credit,30230
41978000001,20647,credit,47441
41979000001,88043,credit,26149
41980000001,90205,credit,35113
41981000001,68654,credit,4168
41982000001,76384,debit,10484
41983000001,43222,credit,19768
41984000001,72530,debit,11042
41985000001,36123,credit,49097
41986000001,64104,credit,13310
41987000001,81408,credit,37375
41988000001,36363,credit,20779
41989000001,1173,credit,42355
41990000001,16578,credit,15377
41991000001,60981,debit,15596
41992000001,90967,credit,6785
41993000001,21648,credit,9210
41994000001,6971,credit,38954
41995000001,19606,credit,38473
41996000001,86457,debit,47089
41997000001,13380,debit,35377
41998000001,35422,debit,7620
41999000001,66524,debit,13698
42000000001,44675,credit,22847
42001000001,93505,credit,36172
42002000001,66958,credit,14988
42003000001,23398,credit,12209
42004000001,11409,credit,45951
42005000001,34280,credit,42293
42006000001,61539,debit,16098
42007000001,50887,credit,2578
42008000001,63984,debit,6040
42009000001,83628,credit,39207
42010000001,35722,credit,19237
42011000001,52058,debit,8048
42012000001,16957,credit,21738
42013000001,70295,credit,21867
42014000001,84911,debit,43542
42015000001,59008,credit,18358
42016000001,8276,credit,46026
42017000001,56830,credit,4025
42018000001,17555,credit,24610
42019000001,65650,credit,26864
42020000001,64022,debit,33893
42021000001,85754,credit,31950
42022000001,21164,credit,43883
42023000001,33258,debit,29373
42024000001,8844,credit,38074
42025000001,843,debit,17916
42026000001,2247,debit,47531
42027000001,69347,credit,6688
42028000001,93476,debit,33150
42029000001,86598,debit,43887
42030000001,80843,debit,41024
42031000001,83206,debit,47693
42032000001,59933,credit,31249
42033000001,83394,credit,25917
42034000001,81489,credit,49201
42035000001,99916,credit,33927
42036000001,78652,debit,44760
42037000001,51319,credit,43952
42038000001,82051,credit,31224
42039000001,79656,credit,36804
42040000001,7119,credit,31766
42041000001,1204,debit,25177
42042000001,93294,credit,39548
42043000001,94973,debit,16239
42044000001,36782,debit,36504
42045000001,69065,debit,34084
42046000001,72123,debit,15007
42047000001,65924,debit,24125
42048000001,11416,debit,45109
42049000001,54080,debit,8465
42050000001,77598,credit,5880
42051000001,96001,credit,25153
42052000001,40688,debit,35497
42053000001,16019,debit,16740
42054000001,93113,credit,6598
42055000001,29071,credit,47215
42056000001,89917,credit,11805
42057000001,94704,credit,45164
42058000001,75542,debit,47432
42059000001,77185,debit,20173
42060000001,12274,debit,21727
42061000001,70143,debit,13117
42062000001,1683,debit,34714
42063000001,77077,debit,9923
42064000001,96999,credit,30007
42065000001,53887,credit,2809
42066000001,55454,debit,18839
42067000001,65616,debit,26077
42068000001,63561,credit,23791
42069000001,33086,credit,39195
42070000001,97148,credit,16547
42071000001,48635,credit,30694
42072000001,4386,debit,46491
42073000001,38091,credit,8148
42074000001,21816,debit,35756
42075000001,32632,credit,18173
42076000001,23418,credit,19291
42077000001,3191,debit,8794
42078000001,52482,credit,19969
42079000001,16015,debit,16405
42080000001,88185,credit,26953
42081000001,60832,credit,40989
42082000001,10520,credit,19026
42083000001,43172,credit,22616
42084000001,2376,credit,36485
42085000001,31181,credit,27055
42086000001,25048,debit,33934
42087000001,77338,credit,37571
42088000001,4774,credit,37426
42089000001,97129,credit,41925
42090000001,50633,credit,49792
42091000001,56754,credit,47351
42092000001,54566,credit,17649
42093000001,60559,credit,4678
42094000001,68759,debit,14668
42095000001,96029,credit,32038
42096000001,20209,credit,24511
42097000001,26897,debit,29996
42098000001,32396,debit,24960
42099000001,63442,credit,9482
42100000001,42130,debit,12923
42101000001,1462,credit,44656
42102000001,86377,debit,30405
42103000001,52490,credit,45016
42104000001,82425,debit,45135
42105000001,97004,debit,11011
42106000001,59337,debit,37364
42107000001,74167,debit,46361
42108000001,64262,credit,18923
42109000001,40912,debit,18824
42110000001,68784,debit,46797
42111000001,83661,debit,40419
42112000001,89338,credit,40796
42113000001,12760,debit,455
42114000001,94242,credit,24011
42115000001,30289,credit,7895
42116000001,20360,credit,36844
42117000001,22829,debit,44674
42118000001,45509,debit,14404
42119000001,6462,credit,46554
42120000001,82577,credit,32765
42121000001,16755,credit,46211
42122000001,70767,credit,19211
42123000001,32251,credit,22240
42124000001,81389,credit,48469
42125000001,59911,credit,37661
42126000001,17490,credit,7392
42127000001,15401,credit,40880
42128000001,32870,credit,17842
42129000001,81229,credit,32736
